date,total_transactions,tpv,success_rate,failure_rate,avg_ticket_size,refunds,unique_merchants,total_transactions_baseline_7d,total_transactions_baseline_30d,total_transactions_pct_change_7d,total_transactions_pct_change_30d,tpv_baseline_7d,tpv_baseline_30d,tpv_pct_change_7d,tpv_pct_change_30d,success_rate_baseline_7d,success_rate_baseline_30d,success_rate_pct_change_7d,success_rate_pct_change_30d,failure_rate_baseline_7d,failure_rate_baseline_30d,failure_rate_pct_change_7d,failure_rate_pct_change_30d,avg_ticket_size_baseline_7d,avg_ticket_size_baseline_30d,avg_ticket_size_pct_change_7d,avg_ticket_size_pct_change_30d,refunds_baseline_7d,refunds_baseline_30d,refunds_pct_change_7d,refunds_pct_change_30d,unique_merchants_baseline_7d,unique_merchants_baseline_30d,unique_merchants_pct_change_7d,unique_merchants_pct_change_30d
2026-02-27,508811,2290.64,98.55,1.32,450.2,1922,152630,503628.0,502851.5,1.0291326137545966,1.1851411400781344,2292.1,2274.565,-0.06369704637668673,0.7067285393031115,98.16,98.235,0.3973105134474334,0.3206596426935387,1.72,1.53,-23.255813953488367,-13.72549019607843,448.84,454.275,0.3030032973888276,-0.8970337350723657,1972.0,1978.0,-2.535496957403651,-2.8311425682507583,152395.0,151391.0,0.15420453426949704,0.8184106056502698
2026-02-28,483477,2281.06,98.44,1.42,471.8,2025,152114,508811.0,503291.0,-4.9790590219158,-3.936887407086556,2292.1,2275.81,-0.48165437808123396,0.23068709602295448,98.23,98.24,0.21378397638195432,0.20358306188925374,1.5,1.5,-5.3333333333333375,-5.3333333333333375,450.2,454.15,4.797867614393608,3.886381151601901,1972.0,1972.0,2.68762677484787,2.68762677484787,152540.0,151526.0,-0.2792710108823915,0.388052215461373
2026-03-01,474834,2117.9,98.39,1.44,446.03,2079,152621,508811.0,502851.5,-6.677725127797944,-5.571724455430679,2292.1,2278.435,-7.6000174512455745,-7.045845064704495,98.38,98.27,0.01016466761537418,0.12211254706421548,1.42,1.5,1.4084507042253533,-4.0000000000000036,454.15,454.275,-1.7879555213035352,-1.8149799130482647,1972.0,1978.0,5.425963488843814,5.106167846309403,152540.0,151705.0,0.053100826012849094,0.603803434296826
2026-03-02,520147,2552.89,98.39,1.41,490.8,1840,152398,508811.0,502412.0,2.2279392544579424,3.5299714178801462,2292.1,2275.81,11.37777583875049,12.175005822102897,98.39,98.3,0.0,0.09155645981689056,1.44,1.5,-2.0833333333333353,-6.000000000000005,454.15,454.15,8.070020918198841,8.070020918198841,1984.0,1984.0,-7.258064516129033,-7.258064516129033,152621.0,151884.0,-0.14611357545816106,0.33841615970082434
2026-03-03,517694,2378.21,98.2,1.58,459.39,2295,152819,508811.0,502851.5,1.7458348974373588,2.9516666451228644,2292.1,2278.435,3.7568168928057295,4.3791023224274594,98.39,98.33,-0.19310905579835116,-0.13220787145326499,1.42,1.495,11.267605633802827,5.685618729096987,455.12,454.275,0.9382140973809066,1.1259699521215143,1922.0,1978.0,19.406867845993755,16.0262891809909,152398.0,151892.0,0.2762503444927099,0.6103020567245149
2026-03-04,544241,2379.11,97.93,1.9,437.14,2545,154562,513547.0,503459.5,5.976862877205007,8.100254340220017,2332.28,2285.51,2.0079064263295967,4.0953660233383316,98.39,98.33,-0.46752718772232316,-0.40679345062543626,1.44,1.495,31.944444444444443,27.090301003344468,459.39,454.76,-4.843379263806352,-3.8745712023924717,1984.0,2004.5,28.276209677419356,26.964330256921926,152621.0,151919.0,1.2717778025304514,1.7397428893028521
2026-03-05,525458,2280.15,98.22,1.58,433.94,2210,153080,517694.0,503844.0,1.4997276383346148,4.289819864878812,2378.21,2290.3,-4.123269181443184,-0.44317338339955853,98.39,98.33,-0.17278178676694958,-0.11186819892199677,1.44,1.495,9.72222222222223,5.685618729096987,459.39,454.275,-5.539955157926814,-4.4763634362445615,2025.0,2031.5,9.135802469135802,8.786610878661087,152621.0,152026.0,0.30074498266948846,0.6933024614210727
2026-03-06,515264,2355.98,98.0,1.75,457.24,2544,156065,517694.0,503844.0,-0.46938925311091106,2.2665745746699373,2290.64,2290.3,2.852477910103733,2.867746583417012,98.39,98.27,-0.3963817461124104,-0.27475323089447035,1.44,1.5,21.527777777777782,16.666666666666664,450.2,454.275,1.563749444691253,0.652688349568,2079.0,2031.5,22.366522366522368,25.22766428747231,152630.0,152146.5,2.2505405228329947,2.575478239722899
2026-03-07,493003,2201.99,98.49,1.4,446.65,1781,154474,517694.0,503844.0,-4.769419773070578,-2.1516580528893865,2355.98,2290.3,-6.53613358347695,-3.855826747587669,98.22,98.235,0.27489309712889026,0.25958161551381426,1.58,1.53,-11.392405063291148,-8.496732026143798,457.24,454.76,-2.316070335053808,-1.7833582549036886,2210.0,2050.0,-19.411764705882355,-13.121951219512196,152819.0,152221.0,1.082980519438028,1.4800848765938996
2026-03-08,473899,2183.3,98.16,1.69,460.71,1600,154347,517694.0,503844.0,-8.459630592589445,-5.943307849254928,2355.98,2290.3,-7.3294340359425725,-4.671877046675108,98.22,98.27,-0.061087354917534385,-0.11193650147552604,1.58,1.5,6.962025316455687,12.666666666666663,446.65,454.635,3.1478786521885156,1.33623676135801,2210.0,2031.5,-27.601809954751133,-21.240462712281566,153080.0,152329.0,0.8276718055918474,1.3247641617814074
2026-03-09,531008,2427.23,97.95,1.8,457.1,1651,153633,517694.0,503844.0,2.5717895127237327,5.391351291272695,2355.98,2290.3,3.024219220876238,5.97869274767497,98.2,98.265,-0.2545824847250509,-0.3205617462982728,1.58,1.5,13.924050632911388,20.000000000000004,457.24,455.655,-0.030618493570113363,0.3171258956886351,2210.0,2004.5,-25.294117647058822,-17.635320528810176,154347.0,152396.5,-0.4625940251511205,0.8113703398700101
2026-03-10,508843,2284.23,98.1,1.62,448.91,2415,155000,517694.0,504559.0,-1.7096972342735284,0.8490582865432982,2355.98,2291.37,-3.045441811899931,-0.3116039749145652,98.16,98.225,-0.06112469437653044,-0.12725884448969205,1.69,1.53,-4.142011834319518,5.8823529411764754,457.1,455.655,-1.7917304747320055,-1.4802866203596907,2210.0,2004.5,9.276018099547512,20.478922424544773,154347.0,152469.0,0.42307268686790156,1.6600095757170312
2026-03-11,516310,2257.81,98.32,1.47,437.3,2234,154099,515264.0,505650.0,0.20300273257980375,2.108177593196875,2284.23,2291.37,-1.1566260840633418,-1.4646259661250671,98.1,98.225,0.2242609582059112,0.09671672181216479,1.69,1.53,-13.017751479289942,-3.921568627450984,448.91,454.635,-2.5862645073622805,-3.8129488490767276,2210.0,2004.5,1.085972850678733,11.44923921177351,154474.0,152563.0,-0.24275929929955853,1.0067971919797067
2026-03-12,533291,2278.63,98.03,1.76,427.28,2118,154777,515264.0,507526.5,3.4985948950440937,5.076483690999386,2280.15,2291.37,-0.06666228099028493,-0.5559992493573618,98.16,98.225,-0.13243683781580629,-0.19852379740391263,1.62,1.53,8.64197530864197,15.032679738562091,448.91,454.635,-4.818337751442394,-6.016914667810445,2210.0,2004.5,-4.162895927601809,5.662259915190821,154347.0,152603.5,0.2785930403571174,1.424279259650008
2026-03-13,539857,2393.2,97.95,1.93,443.3,2234,156848,515264.0,507526.5,4.772893118867221,6.3702092403056785,2278.63,2287.435,5.028021223278887,4.6237379422803215,98.1,98.225,-0.15290519877674974,-0.2799694578773138,1.69,1.53,14.201183431952662,26.1437908496732,448.91,452.17499999999995,-1.2496937025238943,-1.9627356665007896,2118.0,2031.5,5.476864966949953,9.968003937976864,154474.0,152625.5,1.5368282040990717,2.7665757032736993
2026-03-14,491856,2276.54,98.27,1.54,462.85,1690,154843,516310.0,508827.0,-4.736301834169394,-3.3353182908925825,2278.63,2291.37,-0.09172178019249047,-0.6472110571404849,98.1,98.225,0.17329255861366127,0.04581318401629087,1.69,1.53,-8.875739644970409,0.6535947712418306,446.65,452.17499999999995,3.6270010075002905,2.36081163266436,2118.0,2031.5,-20.20774315391879,-16.810238739847403,154474.0,152724.5,0.23887515051076555,1.3871382784032686
2026-03-15,489776,2219.72,98.27,1.52,453.21,2558,155959,516310.0,508827.0,-5.139160581820999,-3.7441016298270333,2278.63,2287.435,-2.5853253928896005,-2.9603026971258264,98.1,98.225,0.17329255861366127,0.04581318401629087,1.69,1.55,-10.059171597633132,-1.9354838709677438,448.91,452.17499999999995,0.9578757434674999,0.22889368054404272,2118.0,2004.5,20.77431539187913,27.612871040159643,154777.0,152835.0,0.7636793580441539,2.0440344162004775
2026-03-16,531181,2291.06,98.05,1.8,431.31,2159,154597,516310.0,507526.5,2.880246363618756,4.66074185288847,2278.63,2282.645,0.5455032190395034,0.36865127954631416,98.1,98.225,-0.05096839959224991,-0.17816238228556597,1.62,1.55,11.111111111111107,16.129032258064516,448.91,451.705,-3.9206076941926042,-4.515114953343439,2234.0,2004.5,-3.357206803939123,7.707657770017461,154843.0,152940.0,-0.15887059796051484,1.083431411010854
2026-03-17,519373,2350.67,98.06,1.79,452.6,2105,155252,516310.0,508827.0,0.5932482423350313,2.072610140578232,2278.63,2287.435,3.1615488253906934,2.7644501373809587,98.1,98.215,-0.04077471967379413,-0.15781703405793526,1.62,1.57,10.493827160493822,14.012738853503182,443.3,451.705,2.0979020979021006,0.1981381653955654,2234.0,2031.5,-5.774395702775291,3.618016244154566,154843.0,153041.5,0.2641385144953275,1.4443794657004798
2026-03-18,184899,842.73,62.0,36.5,455.78,2304,156816,519373.0,511195.0,-64.39957410184974,-63.83004528604545,2278.63,2290.85,-63.01593501358273,-63.21321780125281,98.06,98.205,-36.77340403834387,-36.86675831169492,1.76,1.58,1973.8636363636363,2210.1265822784812,443.3,451.4,2.8152492668621614,0.9703145768719529,2159.0,2054.5,6.716072255673923,12.144073983937698,154843.0,153067.0,1.2741938608784382,2.4492542481397037
2026-03-19,531854,2322.83,97.77,2.13,436.74,2255,155018,519373.0,511195.0,2.4030898795278155,4.041314958088401,2278.63,2287.435,1.939762050003722,1.5473663732521352,98.05,98.18,-0.28556858745538105,-0.41760032593197266,1.79,1.6,18.99441340782122,33.124999999999986,452.6,451.4,-3.5041979673000467,-3.2476739034116013,2159.0,2075.0,4.44650301065308,8.674698795180722,155252.0,153166.0,-0.15072269600391622,1.209145632842798
2026-03-20,548966,2483.01,97.78,2.06,452.31,2257,157089,519373.0,514405.5,5.697831808738614,6.718532364059094,2291.06,2287.435,8.37821794278632,8.549969725915721,98.05,98.16,-0.2753697093319694,-0.3871230643846734,1.8,1.625,14.444444444444446,26.769230769230774,452.6,449.555,-0.06407423773752109,0.6128282412608014,2234.0,2075.0,1.0295434198746642,8.771084337349398,155252.0,153356.5,1.183237575039291,2.433871404211755
2026-03-21,498732,2248.65,97.98,1.87,450.87,1797,156326,519373.0,514405.5,-3.9742150631626982,-3.0469153226394354,2291.06,2287.435,-1.851108220648951,-1.695567305737643,98.05,98.16,-0.07139214686383802,-0.18337408312957681,1.8,1.655,3.8888888888888924,12.990936555891244,452.6,449.555,-0.38223596995139597,0.2925114835782046,2255.0,2092.0,-20.31042128603104,-14.10133843212237,155252.0,153866.0,0.6917785278128462,1.598793755605527
2026-03-22,478572,2071.52,98.14,1.7,432.86,2027,155430,519373.0,514405.5,-7.85581845802535,-6.966002501917262,2291.06,2287.435,-9.582464012291252,-9.439175320828786,97.98,98.13,0.1632986323739504,0.010190563538168874,1.87,1.705,-9.090909090909099,-0.2932551319648162,452.31,450.53499999999997,-4.30014812849594,-3.923113631571344,2255.0,2092.0,-10.110864745011087,-3.107074569789675,155959.0,154223.0,-0.33919171064189946,0.7826329406119709
2026-03-23,543500,2474.92,98.29,1.58,455.37,2685,156505,519373.0,514405.5,4.645408983524365,5.655946524677516,2291.06,2287.435,8.025106282681385,8.196298474055007,97.98,98.12,0.3163911002245379,0.1732572360375068,1.87,1.6949999999999998,-15.508021390374333,-6.78466076696164,450.87,450.53499999999997,0.9980703972320182,1.0731685662601211,2159.0,2092.0,24.363131079203335,28.34608030592734,155430.0,154410.5,0.6916296725213923,1.356449205203014
2026-03-24,536634,2459.99,98.64,1.08,458.41,2507,156898,519373.0,515787.0,3.3234303670002094,4.041784690191882,2322.83,2290.85,5.904866047020223,7.383285679987772,97.98,98.12,0.6736068585425562,0.5299633102323644,1.87,1.6949999999999998,-42.24598930481283,-36.28318584070796,452.31,451.59000000000003,1.348632575003874,1.510219446843374,2255.0,2111.5,11.175166297117517,18.730760123135212,156326.0,154518.0,0.365902025254916,1.5402736250792788
2026-03-25,534267,2491.0,98.46,1.32,466.25,2562,156737,531854.0,517002.0,0.4536959391111094,3.3394454953752595,2322.83,2291.58,7.239875496700149,8.702292741252764,97.98,98.12,0.4898958971218511,0.3465144720749992,1.87,1.6949999999999998,-29.411764705882355,-22.123893805309724,452.31,452.45500000000004,3.081957064844907,3.048921992242313,2257.0,2138.5,13.513513513513514,19.803600654664486,156505.0,154579.5,0.14823807546084788,1.3957219424309175
2026-03-26,549035,2557.44,98.15,1.61,465.81,2055,155103,534267.0,517002.0,2.7641609906657156,6.195914135728682,2459.99,2291.58,3.9613982170659345,11.601602387872129,98.14,98.15,0.01018952516813238,0.0,1.7,1.655,-5.294117647058815,-2.7190332326283944,452.31,452.905,2.9846786495987265,2.849383424780038,2257.0,2138.5,-8.949933540097474,-3.904606032265607,156505.0,154687.0,-0.8958180249832274,0.2689301621985041
2026-03-27,554400,2380.23,98.19,1.55,429.33,1943,155898,536634.0,518533.5,3.310636299600845,6.916910864968223,2474.92,2306.9449999999997,-3.8259822539718478,3.1767120585883197,98.15,98.14500000000001,0.04075394803870814,0.04585052728105098,1.61,1.655,-3.7267080745341645,-6.344410876132929,455.37,452.905,-5.718426773832273,-5.205285876729113,2257.0,2138.5,-13.912272928666372,-9.141921907879356,156505.0,154810.0,-0.38784703364109774,0.7027969769394742
2026-03-28,509801,2222.39,97.9,1.9,435.93,2007,156401,536634.0,519760.0,-5.000242250770544,-1.91607665076189,2459.99,2306.9449999999997,-9.658575847869297,-3.6652369258911612,98.19,98.155,-0.2953457582238436,-0.2597931842493968,1.58,1.6150000000000002,20.253164556962012,17.64705882352939,455.37,452.45500000000004,-4.269055932538375,-3.652296913505218,2055.0,2138.5,-2.335766423357664,-6.149169978957213,156326.0,154921.5,0.04797666415055717,0.9549997902163354
2026-03-29,492803,2255.69,98.19,1.69,457.73,1984,156660,536634.0,518533.5,-8.167764249003977,-4.962167343093552,2459.99,2290.85,-8.304911808584578,-1.5348014928956437,98.19,98.155,0.0,0.0356578880342281,1.58,1.6150000000000002,6.962025316455687,4.643962848297196,455.37,451.59000000000003,0.5182598765838798,1.359640381762215,2055.0,2138.5,-3.454987834549878,-7.224690203413607,156401.0,155009.0,0.16559996419460232,1.0650994458386287
2026-03-30,542225,2481.8,98.11,1.68,457.71,2465,157336,536634.0,518533.5,1.0418646600848995,4.568942990182891,2459.99,2287.645,0.8865889698738777,8.487112292335576,98.19,98.155,-0.08147469192381944,-0.045845856044013755,1.58,1.655,6.329113924050624,1.5105740181268827,457.73,452.45500000000004,-0.004369388067209633,1.161441469317377,2055.0,2138.5,19.951338199513383,15.267711012391864,156505.0,155060.5,0.5309734513274336,1.4674917209734266
2026-03-31,550020,2517.58,98.3,1.49,457.73,1734,157102,536634.0,519760.0,2.4944375496148212,5.821917808219178,2459.99,2306.9449999999997,2.341066427099303,9.13047341830864,98.19,98.14500000000001,0.11202770139525352,0.15792959396809508,1.61,1.685,-7.453416149068329,-11.572700296735908,457.73,452.45500000000004,0.0,1.1658617984108866,2055.0,2184.5,-15.62043795620438,-20.622568093385212,156660.0,155177.5,0.2821396655176816,1.2401926825731824
2026-04-01,557876,2832.84,97.95,1.8,507.79,2658,156011,542225.0,522802.5,2.8864401309419523,6.708747567197938,2481.8,2336.75,14.14457248771053,21.229913341178992,98.19,98.14500000000001,-0.24442407577145828,-0.19868561821795036,1.61,1.685,11.80124223602484,6.824925816023739,457.73,452.905,10.936578332204574,12.118435433479439,2007.0,2184.5,32.436472346786246,21.67544060425727,156660.0,155341.0,-0.4142729477850121,0.4313091843106456
2026-04-02,542748,2488.84,98.36,1.46,458.56,2128,157504,549035.0,528233.0,-1.1451000391596164,2.747840441623299,2481.8,2336.75,0.2836650817954695,6.508612389001825,98.15,98.125,0.21395822720325394,0.23949044585987203,1.68,1.69,-13.095238095238093,-13.609467455621301,457.73,452.905,0.18132960478884586,1.248606219847436,2007.0,2222.0,6.028898854010962,-4.23042304230423,156401.0,155664.0,0.7052384575546192,1.1820330969267139
2026-04-03,546762,2553.56,98.66,1.21,467.03,2070,157808,542748.0,531094.5,0.7395697450750625,2.9500399646390614,2481.8,2336.75,2.891449754210644,9.278271103027707,98.19,98.125,0.4786638150524482,0.5452229299363023,1.68,1.69,-27.976190476190478,-28.402366863905325,457.73,452.905,2.0317654512485426,3.118755588920414,2007.0,2184.5,3.1390134529147984,-5.241474021515221,156660.0,155928.5,0.7327971403038427,1.2053601490426702
2026-04-04,494444,2295.75,98.17,1.68,464.31,1727,157887,542748.0,531094.5,-8.899894610390088,-6.900937592085778,2488.84,2336.75,-7.758232751000471,-1.7545736599978605,98.19,98.14500000000001,-0.02036867298095124,0.025472515156137826,1.68,1.685,0.0,-0.29673590504451725,457.73,454.28999999999996,1.4375286741091875,2.205639569438033,2070.0,2143.5,-16.570048309178745,-19.430837415442035,157102.0,155985.0,0.4996753701416914,1.2193480142321376
